slate,v1_n,pct_5stack,pct_4stack,pct_33split,pct_nostack,bb_rate,bb_size1_pct,bb_size2plus_pct,salary_mean,salary_std,salary_range,own_mean,own_std,own_range,proj_mean,proj_std,proj_range,pct_HP_HO,pct_HP_LO,pct_LP_HO,pct_LP_LO,mean_jaccard,pct_arch_pitcher_tournament,pct_arch_chalk_anchor_BB,pct_arch_mid_tier_5stack,pct_arch_contrarian_33,pct_arch_salary_spread,pct_ace_pitcher,pct_mid_pitcher,pct_value_pitcher
4-22-26,150,0.76,0.24,0.0,0.0,0.42,0.5396825396825397,0.4603174603174603,49751.333333333336,209.10055596672345,600,9.89697281242889,5.571115277598976,20.774296643212697,105.57366666666667,9.311484315435404,34.49999999999997,0.3933333333333333,0.10666666666666667,0.10666666666666667,0.3933333333333333,0.13072889824567727,0.22666666666666666,0.2,0.13333333333333333,0.0,0.44,0.5133333333333333,0.4,0.08666666666666667
4-23-26,150,0.7866666666666666,0.21333333333333335,0.0,0.0,0.3466666666666667,0.6346153846153846,0.36538461538461536,49307.333333333336,593.8269319051877,2000,7.715224762341058,4.790778614653435,17.20283828082847,99.86113333333333,7.903135945138345,28.339999999999975,0.41333333333333333,0.08666666666666667,0.08666666666666667,0.41333333333333333,0.07778610055120821,0.5266666666666666,0.0,0.16666666666666666,0.0,0.30666666666666664,0.7366666666666667,0.22666666666666666,0.03666666666666667
4-24-26,150,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16,0.8333333333333334,0.16666666666666666,49779.333333333336,166.80844081883757,500,3.7525390596784476,2.38479842847241,9.57116231564877,99.53746666666666,5.4760567533577955,22.05000000000001,0.3933333333333333,0.10666666666666667,0.10666666666666667,0.3933333333333333,0.03904700221478718,0.26666666666666666,0.0,0.13333333333333333,0.0,0.6,0.55,0.31,0.14
4-25-26,150,0.76,0.24,0.0,0.0,0.18,0.7777777777777778,0.2222222222222222,49782.666666666664,161.68021576563527,500,6.823101747061503,3.320879369936862,13.506620643154227,101.088,7.01739478226794,26.58999999999999,0.42,0.08666666666666667,0.08,0.41333333333333333,0.053321217186990316,0.6533333333333333,0.0,0.18,0.0,0.16666666666666666,0.75,0.19666666666666666,0.05333333333333334
4-25-26-early,150,0.7466666666666667,0.25333333333333335,0.0,0.0,0.2,0.7333333333333333,0.26666666666666666,49072.666666666664,607.7681325211757,2000,8.192875260756647,4.100769969509127,13.552333263769356,91.61880000000001,3.31010734431264,12.379999999999981,0.36666666666666664,0.13333333333333333,0.13333333333333333,0.36666666666666664,0.08339626965131042,0.5,0.0,0.11333333333333333,0.0,0.38666666666666666,0.7233333333333334,0.27666666666666667,0.0
4-26-26,150,0.8333333333333334,0.16666666666666666,0.0,0.0,0.13333333333333333,0.7,0.3,49599.333333333336,317.6035827791989,1000,4.210698486286834,2.4230826986238725,9.701602810287442,102.191,6.93518427098251,26.470000000000013,0.38,0.12666666666666668,0.12,0.37333333333333335,0.03735523536865795,0.7266666666666667,0.0,0.12,0.0,0.15333333333333332,0.83,0.09333333333333334,0.07666666666666666
4-27-26,150,0.7733333333333333,0.22666666666666666,0.0,0.0,0.21333333333333335,0.71875,0.28125,49724,225.15617249683123,700,6.155704454482265,3.660991387270825,14.158855064331124,97.99186666666667,5.298925608040987,18.23999999999998,0.4,0.1,0.1,0.4,0.05127644316906186,0.6266666666666667,0.04,0.11333333333333333,0.0,0.22,0.7866666666666666,0.18333333333333332,0.03
4-28-26,150,1.0,0.0,0.0,0.0,0.11333333333333333,0.7647058823529411,0.23529411764705882,49740,194.5568014572829,600,4.9453089401665515,3.077942240003696,11.189294123428297,98.84193333333333,5.5297530433427085,20.08,0.36666666666666664,0.13333333333333333,0.13333333333333333,0.36666666666666664,0.048477214061107055,0.44,0.0,0.20666666666666667,0.0,0.35333333333333333,0.67,0.29333333333333333,0.03666666666666667
4-29-26,150,0.76,0.24,0.0,0.0,0.26666666666666666,0.65,0.35,49603.333333333336,252.88049719442094,800,6.53000006671965,4.444603865430687,16.83527896609271,79.37006666666667,18.775937531768367,63.82999999999999,0.4066666666666667,0.09333333333333334,0.09333333333333334,0.4066666666666667,0.05578420982448041,0.21333333333333335,0.02666666666666667,0.2,0.0,0.56,0.51,0.44333333333333336,0.04666666666666667
5-1-26,150,0.8066666666666666,0.19333333333333333,0.0,0.0,0.14666666666666667,0.6363636363636364,0.36363636363636365,49788,178.70526144968048,500,4.9842226027615215,3.5722100357436517,14.068119733015747,97.1062,5.235269352634195,25.43000000000002,0.42,0.08,0.08,0.42,0.04542217514029586,0.3,0.0,0.17333333333333334,0.0,0.5266666666666666,0.5833333333333334,0.28,0.13666666666666666
5-2-26,150,0.72,0.28,0.0,0.0,0.31333333333333335,0.5319148936170213,0.46808510638297873,49629.333333333336,249.9789700327069,800,10.811533267392331,4.036620066760391,15.60983313967128,93.0594,5.069010497406649,18.489999999999995,0.4,0.1,0.1,0.4,0.09534432755910259,0.18666666666666668,0.1,0.09333333333333334,0.0,0.62,0.54,0.46,0.0
5-2-26-main,150,0.7533333333333333,0.24666666666666667,0.0,0.0,0.24,0.5555555555555556,0.4444444444444444,49404,563.412421807489,2000,7.198308561823536,3.817754331791384,15.365080233617267,96.65593333333334,5.262870716960963,18.639999999999986,0.4066666666666667,0.09333333333333334,0.09333333333333334,0.4066666666666667,0.0577046279596641,0.5266666666666666,0.0,0.11333333333333333,0.0,0.36,0.7433333333333333,0.22333333333333333,0.03333333333333333
5-2-26-night,150,0.72,0.28,0.0,0.0,0.5133333333333333,0.23376623376623376,0.7662337662337663,47178.666666666664,2054.6097023723933,6000,22.863191217871567,2.7908637557825267,13.916965753626965,82.84913333333333,7.866679278323795,32.500000000000014,0.24666666666666667,0.25333333333333335,0.25333333333333335,0.24666666666666667,0.15203387514796607,0.28,0.25333333333333335,0.06,0.0,0.4066666666666667,0.6033333333333334,0.27,0.12666666666666668
5-3-26,150,0.7466666666666667,0.25333333333333335,0.0,0.0,0.26666666666666666,0.7,0.3,49738.666666666664,198.91877761912136,600,6.192727764984989,4.343177836307359,18.998740354566195,97.63973333333333,5.324164735407226,18.299999999999983,0.36666666666666664,0.13333333333333333,0.13333333333333333,0.36666666666666664,0.05219235350779114,0.32666666666666666,0.0,0.16,0.0,0.5133333333333333,0.6233333333333333,0.35,0.02666666666666667
