rank,mode,uTarget,uSampled,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack
37,leverage,0.150,0.206,5,2,STL,HOU,0,5,5,5,1867.32,21800,101.24,8.933,49100,0
38,leverage,0.150,0.107,5,2,LAA,SD,0,4,4,6,2147.11,23000,105.86,14.144,49300,0
39,mid,0.500,0.390,5,3,LAA,SD,0,3,3,6,1571.91,21200,101.83,15.007,49900,0
40,leverage,0.150,0.282,5,3,LAA,SD,0,3,3,6,2104.38,22800,101.35,14.277,48600,0
41,chalk,0.850,0.854,5,2,LAD,COL,2,4,5,7,2128.59,23000,104.92,9.619,49900,0
42,chalk,0.850,0.811,5,3,SD,LAA,3,3,4,8,2364.40,23600,101.55,7.764,48600,0
43,mid,0.500,0.394,5,2,STL,HOU,1,4,5,6,2271.76,23500,102.77,10.959,49900,0
44,leverage,0.150,0.028,5,3,SD,LAA,0,4,4,5,2345.55,24000,101.00,3.880,48800,0
45,leverage,0.150,0.029,5,2,LAD,COL,1,4,5,6,2176.79,23000,107.14,14.194,49400,0
46,leverage,0.150,0.163,4,4,LAD,COL,0,3,3,5,2106.66,23200,106.35,15.226,50000,0
47,leverage,0.150,0.149,5,2,STL,HOU,0,4,4,5,1870.83,21100,101.04,9.602,48000,0
48,leverage,0.150,0.332,4,2,LAD,COL,2,4,5,6,2138.71,23000,104.37,9.702,49700,0
49,mid,0.500,0.502,5,3,COL,LAD,3,3,4,8,1770.42,21500,95.24,3.169,48600,0
50,leverage,0.150,0.086,4,3,LAA,SD,3,4,5,7,2179.01,23800,103.05,8.067,49700,0
51,leverage,0.150,0.305,4,4,LAD,COL,0,4,4,4,2230.00,23000,104.52,11.584,49100,0
52,mid,0.500,0.535,5,3,LAD,COL,0,4,4,5,1852.59,21900,104.91,15.509,49300,0
53,leverage,0.150,0.026,5,3,STL,HOU,0,4,4,5,2352.13,23600,104.15,10.558,49500,0
54,leverage,0.150,0.247,5,3,SD,LAA,3,3,4,8,2300.35,23600,102.09,7.807,48200,0
55,chalk,0.850,0.715,5,3,LAD,COL,0,3,3,6,1679.17,20800,102.66,12.457,49800,0
56,mid,0.500,0.447,5,2,LAD,COL,0,4,4,5,1416.19,20000,98.03,9.507,49800,0
57,leverage,0.150,0.022,5,2,LAA,SD,2,4,5,7,2081.25,22700,102.68,14.096,49800,0
58,mid,0.500,0.455,5,3,STL,HOU,0,4,4,5,1960.10,22400,103.21,11.183,50000,0
59,leverage,0.150,0.220,5,1,STL,HOU,0,5,5,5,1933.00,21800,98.68,6.962,48500,0
60,mid,0.500,0.653,5,2,STL,HOU,0,4,4,5,1978.89,22000,100.85,11.237,50000,0
61,mid,0.500,0.428,5,2,COL,LAD,0,4,4,5,1719.42,21100,99.30,3.523,49400,0
62,mid,0.500,0.399,5,2,STL,HOU,0,4,4,5,2030.00,21500,96.60,7.318,48100,0
63,leverage,0.150,0.079,5,2,SD,LAA,2,4,5,7,1991.11,22000,99.79,8.062,49500,0
64,leverage,0.150,0.289,5,2,SD,LAA,2,4,5,7,2194.99,23600,102.95,8.104,50000,0
65,mid,0.500,0.634,5,2,LAD,COL,2,4,5,7,1548.84,20700,96.98,5.862,49100,0
66,leverage,0.150,0.362,5,3,LAD,COL,0,4,4,5,1862.36,21900,105.29,15.285,49600,0
67,leverage,0.150,0.156,5,2,LAD,COL,0,4,4,6,2038.16,22300,106.05,8.537,49700,0
68,leverage,0.150,0.345,5,2,LAA,SD,2,4,5,7,1884.91,22100,100.53,10.493,49900,0
69,leverage,0.150,0.164,5,2,LAD,COL,0,5,5,5,1667.36,20000,97.10,8.499,49700,0
70,mid,0.500,0.510,5,2,SD,LAA,0,4,5,5,1919.90,22900,97.74,5.100,50000,0
71,leverage,0.150,0.220,5,2,LAD,COL,1,3,4,6,1781.68,22100,100.70,7.348,49400,0
72,leverage,0.150,0.261,4,3,ARI,TOR,0,4,5,4,2308.16,24100,98.80,5.980,49800,0
73,leverage,0.150,0.083,4,2,COL,LAD,2,4,5,6,1847.81,22400,97.55,4.409,49400,0
74,chalk,0.850,0.828,4,2,STL,HOU,0,4,4,4,2301.65,23600,100.98,7.604,48800,0
75,mid,0.500,0.453,5,2,LAA,SD,2,3,4,7,1945.76,22600,100.53,12.898,50000,0
