P,P,C,1B,2B,3B,SS,OF,OF,OF
Jose Soriano (42766686),Kris Bubic (42766687),Luis Campusano (42766873),Gavin Sheets (42766799),Ketel Marte (42766717),Alex Bregman (42766772),Xander Bogaerts (42766755),Jackson Merrill (42766732),Ramon Laureano (42766752),Jac Caglianone (42766832)
Jose Soriano (42766686),Merrill Kelly (42766696),Liam Hicks (42766758),Michael Busch (42766809),Fernando Tatis Jr. (42766722),Alex Bregman (42766772),Dansby Swanson (42766796),Pete Crow-Armstrong (42766738),Seiya Suzuki (42766747),Teoscar Hernandez (42766745)
Logan Gilbert (42766685),Shohei Ohtani (42766682),Drake Baldwin (42766724),Spencer Torkelson (42766833),Ozzie Albies (42766762),Austin Riley (42766777),Mauricio Dubon (42766829),Jarren Duran (42766751),Javier Baez (42766864),Michael Harris II (42766819)
Jose Soriano (42766686),Shohei Ohtani (42766682),Drew Millas (42766962),Luis Garcia Jr. (42766870),Marcus Semien (42766867),Brady House (42766876),CJ Abrams (42766712),James Wood (42766705),Juan Soto (42766708),MJ Melendez (42766931)
Payton Tolle (42766689),Shohei Ohtani (42766682),William Contreras (42766763),Jake Bauers (42766757),Brice Turang (42766715),David Hamilton (42766823),Joey Ortiz (42766970),MJ Melendez (42766931),Corbin Carroll (42766704),Lourdes Gurriel Jr. (42766827)
Logan Gilbert (42766685),Kris Bubic (42766687),Salvador Perez (42766793),Spencer Torkelson (42766833),Jazz Chisholm Jr. (42766771),Josh Jung (42766826),Jose Caballero (42766845),Trent Grisham (42766791),Cody Bellinger (42766750),Aaron Judge (42766702)
Jose Soriano (42766686),Shohei Ohtani (42766682),Carson Kelly (42766825),Jake Bauers (42766757),Josh Smith (42766938),Alex Bregman (42766772),Dansby Swanson (42766796),Jo Adell (42766756),Seiya Suzuki (42766747),Ian Happ (42766766)
Logan Gilbert (42766685),Jose Soriano (42766686),Dalton Rushing (42766787),Ben Rice (42766713),Josh Smith (42766938),Josh Jung (42766826),Corey Seager (42766729),James Wood (42766705),Alejandro Osuna (42766964),Brandon Nimmo (42766742)
Jose Soriano (42766686),Shohei Ohtani (42766682),William Contreras (42766763),Jake Bauers (42766757),Jazz Chisholm Jr. (42766771),Kazuma Okamoto (42766789),Joey Ortiz (42766970),Juan Soto (42766708),Sal Frelick (42766860),Garrett Mitchell (42766812)
Jacob deGrom (42766684),Shohei Ohtani (42766682),Adrian Del Castillo (42766800),Tyler Black (42766963),Ketel Marte (42766717),Bo Bichette (42766785),Jose Fernandez (42766814),Alek Thomas (42766872),Corbin Carroll (42766704),Brandon Lockridge (42766914)
Logan Gilbert (42766685),Jacob deGrom (42766684),Francisco Alvarez (42766816),Mark Vientos (42766859),Marcus Semien (42766867),Josh Jung (42766826),Corey Seager (42766729),Carson Benge (42766895),Juan Soto (42766708),James Wood (42766705)
Logan Gilbert (42766685),Jose Soriano (42766686),Cal Raleigh (42766721),Mark Vientos (42766859),Marcus Semien (42766867),Ronny Mauricio (42766985),CJ Abrams (42766712),Brett Baty (42766835),Juan Soto (42766708),Seiya Suzuki (42766747)
Jose Soriano (42766686),Cam Schlittler (42766683),Carson Kelly (42766825),Michael Busch (42766809),Nico Hoerner (42766726),Alex Bregman (42766772),Dansby Swanson (42766796),Jackson Merrill (42766732),Ramon Laureano (42766752),Colby Thomas (42766841)
Merrill Kelly (42766696),Jose Soriano (42766686),Shea Langeliers (42766710),Nick Kurtz (42766716),Zack Gelof (42766874),Royce Lewis (42766844),Bobby Witt Jr. (42766703),Colby Thomas (42766841),Tyler Soderstrom (42766743),Jac Caglianone (42766832)
Logan Gilbert (42766685),Jose Soriano (42766686),Dalton Rushing (42766787),Nolan Schanuel (42766840),Jake Cronenworth (42766884),Yoan Moncada (42766849),Zach Neto (42766718),Jorge Soler (42766828),Mike Trout (42766706),Jackson Merrill (42766732)
Jacob deGrom (42766684),Shohei Ohtani (42766682),Shea Langeliers (42766710),Nick Kurtz (42766716),Jeff McNeil (42766831),Darell Hernaiz (42766915),Jacob Wilson (42766783),Lane Thomas (42766957),Nick Loftin (42766908),Jackson Merrill (42766732)
Jose Soriano (42766686),Logan Gilbert (42766685),Will Smith (42766773),Michael Busch (42766809),Nico Hoerner (42766726),Alex Bregman (42766772),Xander Bogaerts (42766755),Sal Frelick (42766860),Ian Happ (42766766),Seiya Suzuki (42766747)
Merrill Kelly (42766696),Jacob deGrom (42766684),Salvador Perez (42766793),Nolan Schanuel (42766840),Adam Frazier (42766885),Miguel Vargas (42766744),Bobby Witt Jr. (42766703),Jo Adell (42766756),Jorge Soler (42766828),Mike Trout (42766706)
Jose Soriano (42766686),Shohei Ohtani (42766682),Shea Langeliers (42766710),Willson Contreras (42766770),Marcelo Mayer (42766903),Caleb Durbin (42766965),Trevor Story (42766790),Masataka Yoshida (42766834),Daulton Varsho (42766776),Jackson Merrill (42766732)
Logan Gilbert (42766685),Shohei Ohtani (42766682),Austin Wells (42766911),Munetaka Murakami (42766709),Fernando Tatis Jr. (42766722),Ryan McMahon (42766974),Jose Caballero (42766845),Evan Carter (42766798),Trent Grisham (42766791),Cody Bellinger (42766750)
Jose Soriano (42766686),Jacob deGrom (42766684),Drake Baldwin (42766724),Matt Olson (42766728),Gleyber Torres (42766786),Austin Riley (42766777),Javier Baez (42766864),Ronald Acuna Jr. (42766720),Matt Vierling (42766958),Dominic Smith (42766805)
Jose Soriano (42766686),Jacob deGrom (42766684),Moises Ballesteros (42766803),Michael Busch (42766809),Ozzie Albies (42766762),Austin Riley (42766777),Dansby Swanson (42766796),Jackson Merrill (42766732),Ian Happ (42766766),Seiya Suzuki (42766747)
Jose Soriano (42766686),Edward Cabrera (42766693),Shea Langeliers (42766710),Vinnie Pasquantino (42766749),Davis Schneider (42766939),Maikel Garcia (42766741),Bobby Witt Jr. (42766703),Lane Thomas (42766957),Jac Caglianone (42766832),Brent Rooker (42766735)
Jose Soriano (42766686),Logan Gilbert (42766685),Dillon Dingler (42766748),Michael Busch (42766809),Jake Cronenworth (42766884),Kevin McGonigle (42766733),Xander Bogaerts (42766755),Bryce Johnson (42766923),Fernando Tatis Jr. (42766722),Jackson Merrill (42766732)
Logan Gilbert (42766685),Jose Soriano (42766686),William Contreras (42766763),Josh Naylor (42766792),Cole Young (42766886),Austin Riley (42766777),Bobby Witt Jr. (42766703),Randy Arozarena (42766778),Julio Rodriguez (42766761),Dominic Canzone (42766843)
Trey Yesavage (42766691),Shohei Ohtani (42766682),Moises Ballesteros (42766803),Michael Busch (42766809),Fernando Tatis Jr. (42766722),Alex Bregman (42766772),Xander Bogaerts (42766755),Matt Vierling (42766958),Ian Happ (42766766),Pete Crow-Armstrong (42766738)
Logan Gilbert (42766685),Shohei Ohtani (42766682),Salvador Perez (42766793),Vinnie Pasquantino (42766749),Zack Gelof (42766874),Maikel Garcia (42766741),Bobby Witt Jr. (42766703),Alejandro Osuna (42766964),Trent Grisham (42766791),Nick Loftin (42766908)
Jose Soriano (42766686),Shohei Ohtani (42766682),Austin Wells (42766911),Ben Rice (42766713),Jazz Chisholm Jr. (42766771),Ryan McMahon (42766974),Corey Seager (42766729),James Wood (42766705),Alejandro Osuna (42766964),Jasson Dominguez (42767015)
Jose Soriano (42766686),Jacob deGrom (42766684),Cal Raleigh (42766721),Josh Bell (42766788),Cole Young (42766886),Leo Rivas (42766984),J.P. Crawford (42766863),Julio Rodriguez (42766761),Corbin Carroll (42766704),Brandon Nimmo (42766742)
Jose Soriano (42766686),Shohei Ohtani (42766682),William Contreras (42766763),Tyler Black (42766963),Ildemaro Vargas (42766774),David Hamilton (42766823),Joey Ortiz (42766970),James Wood (42766705),Brandon Lockridge (42766914),Corbin Carroll (42766704)
Jose Soriano (42766686),Joe Ryan (42766688),Shea Langeliers (42766710),Ben Rice (42766713),Jazz Chisholm Jr. (42766771),Ryan McMahon (42766974),Corey Seager (42766729),Cody Bellinger (42766750),Trent Grisham (42766791),Lane Thomas (42766957)
Jose Soriano (42766686),Shohei Ohtani (42766682),Salvador Perez (42766793),Vinnie Pasquantino (42766749),Fernando Tatis Jr. (42766722),Hao-Yu Lee (42767001),Bobby Witt Jr. (42766703),Isaac Collins (42766945),Lane Thomas (42766957),Ramon Laureano (42766752)
Jose Soriano (42766686),Shohei Ohtani (42766682),Salvador Perez (42766793),Michael Busch (42766809),Nico Hoerner (42766726),Maikel Garcia (42766741),Bobby Witt Jr. (42766703),Matt Vierling (42766958),Lane Thomas (42766957),Jac Caglianone (42766832)
Jose Soriano (42766686),Shohei Ohtani (42766682),Salvador Perez (42766793),Vinnie Pasquantino (42766749),Gleyber Torres (42766786),Kevin McGonigle (42766733),Bobby Witt Jr. (42766703),Matt Vierling (42766958),Jac Caglianone (42766832),Lane Thomas (42766957)
Jose Soriano (42766686),Shohei Ohtani (42766682),Salvador Perez (42766793),Vinnie Pasquantino (42766749),Jazz Chisholm Jr. (42766771),Maikel Garcia (42766741),Bobby Witt Jr. (42766703),Jahmai Jones (42766933),Zack Gelof (42766874),Lane Thomas (42766957)
Jose Soriano (42766686),Jacob deGrom (42766684),Salvador Perez (42766793),Nolan Schanuel (42766840),Gleyber Torres (42766786),Maikel Garcia (42766741),Bobby Witt Jr. (42766703),Ronald Acuna Jr. (42766720),Jac Caglianone (42766832),Isaac Collins (42766945)
Jacob deGrom (42766684),Shohei Ohtani (42766682),Will Smith (42766773),Vinnie Pasquantino (42766749),Gleyber Torres (42766786),Maikel Garcia (42766741),Bobby Witt Jr. (42766703),Matt Vierling (42766958),Lane Thomas (42766957),Isaac Collins (42766945)
Logan Gilbert (42766685),Jose Soriano (42766686),Salvador Perez (42766793),Vinnie Pasquantino (42766749),Marcus Semien (42766867),Bo Bichette (42766785),Bobby Witt Jr. (42766703),Juan Soto (42766708),Lane Thomas (42766957),Jac Caglianone (42766832)
Jose Soriano (42766686),Shohei Ohtani (42766682),Salvador Perez (42766793),Nolan Schanuel (42766840),Jazz Chisholm Jr. (42766771),Yoan Moncada (42766849),Bobby Witt Jr. (42766703),Jorge Soler (42766828),Josh Lowe (42766898),Jo Adell (42766756)
Logan Gilbert (42766685),Jose Soriano (42766686),Salvador Perez (42766793),Vinnie Pasquantino (42766749),Fernando Tatis Jr. (42766722),Austin Riley (42766777),Bobby Witt Jr. (42766703),Michael Harris II (42766819),Jac Caglianone (42766832),Isaac Collins (42766945)
Jose Soriano (42766686),Shohei Ohtani (42766682),Salvador Perez (42766793),Tyler Black (42766963),Brice Turang (42766715),Nick Loftin (42766908),Bobby Witt Jr. (42766703),Seiya Suzuki (42766747),Jac Caglianone (42766832),Lane Thomas (42766957)
Jose Soriano (42766686),Shohei Ohtani (42766682),Salvador Perez (42766793),Vinnie Pasquantino (42766749),Gleyber Torres (42766786),Maikel Garcia (42766741),Xander Bogaerts (42766755),Lane Thomas (42766957),Isaac Collins (42766945),Jackson Merrill (42766732)
Logan Gilbert (42766685),Jose Soriano (42766686),Salvador Perez (42766793),Freddie Freeman (42766719),Cole Young (42766886),Maikel Garcia (42766741),Bobby Witt Jr. (42766703),Julio Rodriguez (42766761),Jac Caglianone (42766832),Lane Thomas (42766957)
Jose Soriano (42766686),Shohei Ohtani (42766682),Salvador Perez (42766793),Michael Busch (42766809),Nico Hoerner (42766726),Alex Bregman (42766772),Bobby Witt Jr. (42766703),Isaac Collins (42766945),Jac Caglianone (42766832),Lane Thomas (42766957)
Jose Soriano (42766686),Shohei Ohtani (42766682),Salvador Perez (42766793),Vinnie Pasquantino (42766749),Marcus Semien (42766867),Yoan Moncada (42766849),Bobby Witt Jr. (42766703),Jarren Duran (42766751),Jac Caglianone (42766832),Lane Thomas (42766957)
Jose Soriano (42766686),Shohei Ohtani (42766682),Salvador Perez (42766793),Spencer Torkelson (42766833),Gleyber Torres (42766786),Kevin McGonigle (42766733),Bobby Witt Jr. (42766703),Matt Vierling (42766958),Riley Greene (42766759),Lane Thomas (42766957)
