P,P,C,1B,2B,3B,SS,OF,OF,OF
Chris Sale (42957638),Reid Detmers (42957641),Dillon Dingler (42957683),Jake Burger (42957725),Josh Smith (42957803),Josh Jung (42957720),Corey Seager (42957669),Evan Carter (42957728),Josh Lowe (42957749),Mike Trout (42957651)
Chris Sale (42957638),Seth Lugo (42957637),Ivan Herrera (42957705),Freddie Freeman (42957660),Alex Freeland (42957779),Max Muncy (42957676),Hyeseong Kim (42957745),Victor Scott II (42957822),Shohei Ohtani (42957649),Jac Caglianone (42957727)
Chris Sale (42957638),Reid Detmers (42957641),Luis Campusano (42957759),Nolan Schanuel (42957730),Jake Cronenworth (42957769),Manny Machado (42957686),Zach Neto (42957658),Fernando Tatis Jr. (42957661),Ramon Laureano (42957690),Jo Adell (42957685)
Chris Sale (42957638),Reid Detmers (42957641),Cal Raleigh (42957659),Vinnie Pasquantino (42957678),Michael Massey (42957752),Maikel Garcia (42957682),Bobby Witt Jr. (42957648),Sam Antonacci (42957764),Andrew Benintendi (42957733),Kyle Isbel (42957781)
Chris Sale (42957638),Reid Detmers (42957641),Cal Raleigh (42957659),Shohei Ohtani (42957649),Cole Young (42957744),Leo Rivas (42957820),J.P. Crawford (42957739),Josh Lowe (42957749),Jo Adell (42957685),Randy Arozarena (42957693)
Michael McGreevy (42957645),Reid Detmers (42957641),Brett Sullivan (42957767),Matt Olson (42957656),Willi Castro (42957679),Austin Riley (42957673),Ezequiel Tovar (42957689),Ronald Acuna Jr. (42957653),Michael Harris II (42957695),Mike Yastrzemski (42957718)
Keider Montero (42957642),Reid Detmers (42957641),Drake Baldwin (42957654),Nolan Schanuel (42957730),Ozzie Albies (42957666),Kyle Karros (42957758),Mauricio Dubon (42957708),Ronald Acuna Jr. (42957653),Michael Harris II (42957695),Jorge Soler (42957711)
Roki Sasaki (42957643),Reid Detmers (42957641),Salvador Perez (42957710),Vinnie Pasquantino (42957678),Ozzie Albies (42957666),Austin Riley (42957673),Bobby Witt Jr. (42957648),Julio Rodriguez (42957688),Kyle Isbel (42957781),Isaac Collins (42957782)
Chris Sale (42957638),Reid Detmers (42957641),Will Smith (42957706),Nolan Schanuel (42957730),Alex Freeland (42957779),Austin Riley (42957673),Hyeseong Kim (42957745),Teoscar Hernandez (42957681),Shohei Ohtani (42957649),Michael Harris II (42957695)
Roki Sasaki (42957643),Reid Detmers (42957641),Hunter Goodman (42957667),Troy Johnston (42957697),Ozzie Albies (42957666),Austin Riley (42957673),Mauricio Dubon (42957708),Michael Harris II (42957695),Jordan Beck (42957738),Jo Adell (42957685)
Michael King (42957639),Reid Detmers (42957641),Hunter Goodman (42957667),Alec Burleson (42957684),Willi Castro (42957679),Kyle Karros (42957758),Corey Seager (42957669),Riley Greene (42957687),Mike Yastrzemski (42957718),Jordan Beck (42957738)
Keider Montero (42957642),Reid Detmers (42957641),Carter Jensen (42957694),Josh Naylor (42957707),Cole Young (42957744),Maikel Garcia (42957682),Bobby Witt Jr. (42957648),Michael Harris II (42957695),Julio Rodriguez (42957688),Luke Raley (42957721)
Roki Sasaki (42957643),Chris Sale (42957638),Cal Raleigh (42957659),Josh Naylor (42957707),Cole Young (42957744),Leo Rivas (42957820),Bobby Witt Jr. (42957648),Mike Yastrzemski (42957718),Mike Trout (42957651),Isaac Collins (42957782)
Chris Sale (42957638),Nolan McLean (42957636),Edgar Quero (42957778),Jake Burger (42957725),Chase Meidroth (42957719),Miguel Andujar (42957736),Colson Montgomery (42957674),Ramon Laureano (42957690),Sam Antonacci (42957764),Fernando Tatis Jr. (42957661)
Chase Dollander (42957647),Reid Detmers (42957641),Cal Raleigh (42957659),Josh Naylor (42957707),Fernando Tatis Jr. (42957661),Leo Rivas (42957820),Bobby Witt Jr. (42957648),Jackson Merrill (42957672),Jac Caglianone (42957727),Julio Rodriguez (42957688)
Michael McGreevy (42957645),Reid Detmers (42957641),Hunter Goodman (42957667),Munetaka Murakami (42957655),Fernando Tatis Jr. (42957661),Austin Riley (42957673),Colson Montgomery (42957674),Michael Harris II (42957695),Andrew Benintendi (42957733),Sam Antonacci (42957764)
Roki Sasaki (42957643),Chris Sale (42957638),Edgar Quero (42957778),Munetaka Murakami (42957655),Ozzie Albies (42957666),Manny Machado (42957686),Xander Bogaerts (42957692),Ronald Acuna Jr. (42957653),Jarred Kelenic (42957824),Tristan Peters (42957801)
Chris Sale (42957638),Reid Detmers (42957641),Salvador Perez (42957710),Josh Naylor (42957707),Michael Massey (42957752),Kevin McGonigle (42957663),Zach Neto (42957658),Michael Harris II (42957695),Isaac Collins (42957782),Jac Caglianone (42957727)
Chris Sale (42957638),Reid Detmers (42957641),Danny Jansen (42957768),Munetaka Murakami (42957655),Josh Smith (42957803),Kevin McGonigle (42957663),Zach Neto (42957658),Alejandro Osuna (42957816),Riley Greene (42957687),Evan Carter (42957728)
Roki Sasaki (42957643),Reid Detmers (42957641),Drake Baldwin (42957654),Munetaka Murakami (42957655),Ozzie Albies (42957666),Colt Keith (42957716),Jorge Mateo (42957741),Jordan Beck (42957738),Ronald Acuna Jr. (42957653),Kyle Isbel (42957781)
Roki Sasaki (42957643),Reid Detmers (42957641),Drake Baldwin (42957654),Spencer Torkelson (42957734),Gleyber Torres (42957699),Colt Keith (42957716),Corey Seager (42957669),Riley Greene (42957687),Michael Harris II (42957695),Jackson Merrill (42957672)
Chase Dollander (42957647),Nolan McLean (42957636),Ivan Herrera (42957705),Munetaka Murakami (42957655),Jake Cronenworth (42957769),Max Muncy (42957676),Xander Bogaerts (42957692),Ramon Laureano (42957690),Andrew Benintendi (42957733),Jackson Merrill (42957672)
Chris Sale (42957638),Reid Detmers (42957641),Salvador Perez (42957710),Jake Burger (42957725),Gleyber Torres (42957699),Colt Keith (42957716),Bobby Witt Jr. (42957648),Kyle Isbel (42957781),Jac Caglianone (42957727),Randy Arozarena (42957693)
Chris Sale (42957638),Nolan McLean (42957636),Edgar Quero (42957778),Gavin Sheets (42957717),Fernando Tatis Jr. (42957661),Austin Riley (42957673),Xander Bogaerts (42957692),Michael Harris II (42957695),Mauricio Dubon (42957708),Jarred Kelenic (42957824)
Nolan McLean (42957636),Reid Detmers (42957641),Dillon Dingler (42957683),Jake Burger (42957725),Ezequiel Duran (42957791),Miguel Vargas (42957671),Corey Seager (42957669),Riley Greene (42957687),Kerry Carpenter (42957704),Andrew Benintendi (42957733)
Michael King (42957639),Reid Detmers (42957641),Drake Baldwin (42957654),Matt Olson (42957656),Ozzie Albies (42957666),Kyle Karros (42957758),Masyn Winn (42957731),Nathan Church (42957755),Brenton Doyle (42957722),Jordan Beck (42957738)
Roki Sasaki (42957643),Nolan McLean (42957636),Carter Jensen (42957694),Vinnie Pasquantino (42957678),Jake Cronenworth (42957769),Manny Machado (42957686),J.P. Crawford (42957739),Fernando Tatis Jr. (42957661),Julio Rodriguez (42957688),Jac Caglianone (42957727)
Chris Sale (42957638),Reid Detmers (42957641),Danny Jansen (42957768),Matt Olson (42957656),Josh Smith (42957803),Josh Jung (42957720),Corey Seager (42957669),Mauricio Dubon (42957708),Michael Harris II (42957695),Ronald Acuna Jr. (42957653)
Chris Sale (42957638),Reid Detmers (42957641),Drake Baldwin (42957654),Matt Olson (42957656),Ozzie Albies (42957666),Manny Machado (42957686),Hyeseong Kim (42957745),Michael Harris II (42957695),Jarred Kelenic (42957824),Sam Antonacci (42957764)
Chris Sale (42957638),Reid Detmers (42957641),Will Smith (42957706),Matt Olson (42957656),Josh Smith (42957803),Austin Riley (42957673),J.P. Crawford (42957739),Nathan Church (42957755),Ronald Acuna Jr. (42957653),Michael Harris II (42957695)
Chris Sale (42957638),Reid Detmers (42957641),Drake Baldwin (42957654),Jake Burger (42957725),Ozzie Albies (42957666),Josh Jung (42957720),Mauricio Dubon (42957708),Evan Carter (42957728),Riley Greene (42957687),Mike Yastrzemski (42957718)
Chris Sale (42957638),Nolan McLean (42957636),Edgar Quero (42957778),Jake Burger (42957725),Marcus Semien (42957729),Josh Jung (42957720),Corey Seager (42957669),Alejandro Osuna (42957816),Ronald Acuna Jr. (42957653),Michael Harris II (42957695)
Chris Sale (42957638),Reid Detmers (42957641),Drake Baldwin (42957654),Jake Burger (42957725),Ozzie Albies (42957666),Miguel Vargas (42957671),Corey Seager (42957669),Joc Pederson (42957785),Alejandro Osuna (42957816),Michael Harris II (42957695)
Chris Sale (42957638),Reid Detmers (42957641),Danny Jansen (42957768),Matt Olson (42957656),Ozzie Albies (42957666),Austin Riley (42957673),Corey Seager (42957669),Evan Carter (42957728),Ezequiel Duran (42957791),Michael Harris II (42957695)
Chris Sale (42957638),Reid Detmers (42957641),Drake Baldwin (42957654),Matt Olson (42957656),Ezequiel Duran (42957791),Josh Jung (42957720),Jorge Mateo (42957741),Evan Carter (42957728),Alejandro Osuna (42957816),Ronald Acuna Jr. (42957653)
Chris Sale (42957638),Reid Detmers (42957641),Cal Raleigh (42957659),Alec Burleson (42957684),JJ Wetherholt (42957670),Leo Rivas (42957820),J.P. Crawford (42957739),Wenceel Perez (42957821),Ronald Acuna Jr. (42957653),Julio Rodriguez (42957688)
Chris Sale (42957638),Reid Detmers (42957641),Drake Baldwin (42957654),Matt Olson (42957656),Alex Freeland (42957779),Maikel Garcia (42957682),Xander Bogaerts (42957692),Michael Harris II (42957695),Mike Yastrzemski (42957718),Kyle Isbel (42957781)
Chris Sale (42957638),Reid Detmers (42957641),Drake Baldwin (42957654),Matt Olson (42957656),Cole Young (42957744),Leo Rivas (42957820),J.P. Crawford (42957739),Ronald Acuna Jr. (42957653),Andrew Benintendi (42957733),Dominic Canzone (42957735)
Chris Sale (42957638),Nolan McLean (42957636),Francisco Alvarez (42957715),Mark Vientos (42957740),Ozzie Albies (42957666),Ronny Mauricio (42957804),Jorge Mateo (42957741),Ronald Acuna Jr. (42957653),Michael Harris II (42957695),Tyrone Taylor (42957787)
Chris Sale (42957638),Reid Detmers (42957641),Luis Campusano (42957759),Gavin Sheets (42957717),Ozzie Albies (42957666),Austin Riley (42957673),Jorge Mateo (42957741),Michael Harris II (42957695),Ramon Laureano (42957690),Fernando Tatis Jr. (42957661)
Chris Sale (42957638),Nolan McLean (42957636),Drake Baldwin (42957654),Jake Burger (42957725),Josh Smith (42957803),Josh Jung (42957720),Jorge Mateo (42957741),Ezequiel Duran (42957791),Ronald Acuna Jr. (42957653),Mike Yastrzemski (42957718)
Chris Sale (42957638),Reid Detmers (42957641),Ivan Herrera (42957705),Matt Olson (42957656),JJ Wetherholt (42957670),Colt Keith (42957716),Jorge Mateo (42957741),Wenceel Perez (42957821),Ronald Acuna Jr. (42957653),Mike Yastrzemski (42957718)
Chris Sale (42957638),Reid Detmers (42957641),Edgar Quero (42957778),Matt Olson (42957656),Ozzie Albies (42957666),Josh Jung (42957720),Jorge Mateo (42957741),Joc Pederson (42957785),Ronald Acuna Jr. (42957653),Michael Harris II (42957695)
Chris Sale (42957638),Reid Detmers (42957641),Ivan Herrera (42957705),Gavin Sheets (42957717),Ozzie Albies (42957666),Miguel Andujar (42957736),Jorge Mateo (42957741),Ronald Acuna Jr. (42957653),Mike Yastrzemski (42957718),Michael Harris II (42957695)
Chris Sale (42957638),Reid Detmers (42957641),Ivan Herrera (42957705),Jake Burger (42957725),Ozzie Albies (42957666),Josh Jung (42957720),Corey Seager (42957669),Evan Carter (42957728),Ezequiel Duran (42957791),Ronald Acuna Jr. (42957653)
Chris Sale (42957638),Reid Detmers (42957641),Drake Baldwin (42957654),Spencer Torkelson (42957734),Josh Smith (42957803),Max Muncy (42957676),Jorge Mateo (42957741),Michael Harris II (42957695),Mike Yastrzemski (42957718),Ronald Acuna Jr. (42957653)
Chris Sale (42957638),Reid Detmers (42957641),Drake Baldwin (42957654),Jake Burger (42957725),Ezequiel Duran (42957791),Josh Jung (42957720),Corey Seager (42957669),Joc Pederson (42957785),Michael Harris II (42957695),Ronald Acuna Jr. (42957653)
Chris Sale (42957638),Reid Detmers (42957641),Will Smith (42957706),Josh Naylor (42957707),Cole Young (42957744),Austin Riley (42957673),Mauricio Dubon (42957708),Mike Yastrzemski (42957718),Michael Harris II (42957695),Ronald Acuna Jr. (42957653)
Chris Sale (42957638),Reid Detmers (42957641),Edgar Quero (42957778),Matt Olson (42957656),Ozzie Albies (42957666),Josh Jung (42957720),Mauricio Dubon (42957708),Mike Yastrzemski (42957718),Michael Harris II (42957695),Ramon Laureano (42957690)
Chris Sale (42957638),Reid Detmers (42957641),Cal Raleigh (42957659),Matt Olson (42957656),Vaughn Grissom (42957762),Leo Rivas (42957820),Jorge Mateo (42957741),Ronald Acuna Jr. (42957653),Mauricio Dubon (42957708),Michael Harris II (42957695)
Chris Sale (42957638),Reid Detmers (42957641),Drake Baldwin (42957654),Matt Olson (42957656),Jake Cronenworth (42957769),Nolan Gorman (42957746),Jorge Mateo (42957741),Victor Scott II (42957822),Michael Harris II (42957695),Ronald Acuna Jr. (42957653)
Chris Sale (42957638),Reid Detmers (42957641),Drake Baldwin (42957654),Josh Naylor (42957707),Ozzie Albies (42957666),Leo Rivas (42957820),J.P. Crawford (42957739),Michael Harris II (42957695),Luke Raley (42957721),Julio Rodriguez (42957688)
Chris Sale (42957638),Reid Detmers (42957641),Danny Jansen (42957768),Matt Olson (42957656),Ozzie Albies (42957666),Josh Jung (42957720),Corey Seager (42957669),Evan Carter (42957728),Joc Pederson (42957785),Fernando Tatis Jr. (42957661)
Chris Sale (42957638),Reid Detmers (42957641),Drake Baldwin (42957654),Matt Olson (42957656),Josh Smith (42957803),Nolan Gorman (42957746),Jorge Mateo (42957741),Evan Carter (42957728),Ronald Acuna Jr. (42957653),Mike Yastrzemski (42957718)
Chris Sale (42957638),Reid Detmers (42957641),Danny Jansen (42957768),Matt Olson (42957656),Josh Smith (42957803),Austin Riley (42957673),Jorge Mateo (42957741),Evan Carter (42957728),Michael Harris II (42957695),Ronald Acuna Jr. (42957653)
Chris Sale (42957638),Reid Detmers (42957641),Drake Baldwin (42957654),Vinnie Pasquantino (42957678),Ozzie Albies (42957666),Austin Riley (42957673),Jorge Mateo (42957741),Mike Yastrzemski (42957718),Isaac Collins (42957782),Jac Caglianone (42957727)
Chris Sale (42957638),Reid Detmers (42957641),Ivan Herrera (42957705),Matt Olson (42957656),Ozzie Albies (42957666),Ramon Urias (42957766),Jorge Mateo (42957741),Nathan Church (42957755),Mike Yastrzemski (42957718),Ronald Acuna Jr. (42957653)
